Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/22/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"i have written many times to the creditors and called about the existing late delinquencies on my credit report, for several account such as (   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   ), i have sent many letter and disputed the delinquencies. even i have written to the credit agencies (  XXXX , transunion and  XXXX  ), but no action has been made. i need your help in this matter, please have creditors take out the late ( remov e ) fr om my credit reporting agencies.   i would greatly appreciate",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,,,Consent provided,Web,06/22/2017,Closed with explanation,Yes,,2556261
03/28/2018,Student loan,Private student loan,Dealing with your lender or servicer,Need information about your loan balance or loan terms,"I co-signed a loan in the amount of {$27000.00} on XX/XX/XXXX in order for my stepdaughter to attend a program of study at XXXX in XXXX, VA. The school made promises of lifetime career counseling and job placement services as a benefit of enrolling in the program. The "" school '' abruptly closed in XX/XX/XXXX, leaving many people completely out of luck and apparently, out of money. 

The original loan was with XXXX XXXX, and was taken over by Navient. Navient is who I have the issue with. My stepdaughter had the loan deferred and put in forbearance, and got a military rate reduction while her husband was XXXX -- now, in the year XX/XX/XXXX the balance on the XXXX loan is now over {$52000.00}. Circumstances have changed -- she is divorced and paying child support, has health problems and is not employed, so she isn't even able to pay child support. I had been making the Navient payments for her until the amount doubled with a rate change and I started trying to find out if it could be XXXX since the school closed. 
A Navient employee told me there was a good chance that this loan is dischargeable, but several others have given differing reasons as to why it is not. Meanwhile, I really can not afford a payment that is nearly {$500.00} a month. To avoid ruining my credit, I am trying to negotiate a lower payment with them, but I feel like the entire company has given us the run around ever since they took over servicing the loan. Exorbitant fees, different stories from different employees, no consistency in explanations, etc. Having read what others have gone through with Navient, I have no doubt that they are knowingly stealing from people for their own gain all the while covering their unfair business practices with a pseudo professionalism that's intended to try to calm the customer down so they will keep on paying.",,"Navient Solutions, LLC.",VA,,,Consent provided,Web,03/28/2018,Closed with explanation,Yes,,2857766
06/07/2018,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Purchased product online merchandise in XX/XX/2017 The product cost {$110.00} with recurring monthly fee of {$50.00} After receiving product it was discovered that it was illegal ( FCC regulations forbid use of such product ) Contacted BOA credit card whom refused to refund,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,334XX,,Consent provided,Web,06/07/2018,Closed with explanation,Yes,,2929635
11/08/2016,Credit card,,Other,,"There is an unknown credit card debtor on my account which I know nothing about and have never known anything about it. These companies should not be able to report anything that is not valid until proven which in this case, it is not and will not be proven because this is not mine. In the meantime, my credit report score goes down 20 point without anyone proving this case. I dispute this behavior and I definitely dispute this charge. I want it removed immediately. The Company name is Midwest Recovery, XXXX, Missouri XXXX. Phone XXXX.",,Midwest Recovery Systems,IL,61110,,Consent provided,Web,12/04/2016,Closed with explanation,No,No,2200296
04/03/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,,"I'm reporting people 's home equity as I've worked there and I'm formally reporting that they're altering customer documents, along having a felon working on the loans. They also have several people working under one loan officer 's license number.",Company disputes the facts presented in the complaint,"Peoples Home Equity, Inc.",FL,330XX,,Consent provided,Web,04/03/2018,Closed with explanation,Yes,,2863181
07/01/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"CBE XXXX is n't willing to send me the amount that I owe. I have tried to correct my address so they could send me information ( has n't been corrected yet XXXX and tried to get them to email me my amount owed XXXX has n't happened ). When I called to complain tonight, I was told they would have to wait XXXX days before they could send me anything.",,"The CBE Group, Inc.",NC,276XX,,Consent provided,Web,07/08/2015,Closed with explanation,Yes,No,1448092
05/31/2017,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,"I am formally requesting for  Midland Funding  provide the following case #  XXXX  : The Stature of Limitations concerning the alleged debt, furthermore I want to request for the following verification : Any telephonic recorded conversations that you had with me to verify the alleged debt and any payments and payment method I used such as personal checks, debt card, or money orders I made to  Midland Funding, Inc.  These are the items needed to verify a debt owed.",,ENCORE CAPITAL GROUP INC.,LA,701XX,,Consent provided,Web,05/31/2017,Closed with explanation,Yes,,2497772
10/07/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,"I have filed a XXXX dispute in regards to XXXX the which is in regards to XXXX XXXX. This issue has been going on for months. I contacted XXXX XXXX myself plus optimum outcomes because optimum outcomes told me back in XX/XX/XXXX they never received a dispute from Equifax. Which I have the recorded calls from XXXX people at optimum outcome telling me they never received a dispute from equifax which was in XX/XX/XXXX. I got a letter from XXXX XXXX which states the info is not available. XXXX and XXXX have deleted this from my file. But, Equifax keeps putting this off.They have this letter I sent to them from the creditor and they tell me it 's not enough information. Everytime I call equifax I get a different answer from a different person which all these calls are recorded. They are not trying to fix this they do n't care! They are also trying to tell me they have until XXXX XXXX on this XXXX dispute which is incorrect! I told a customer service rep over the phone that it was disputed. Also my XXXX letter was dated XXXX XXXX, 2015 so the phone call was before XXXX XXXX.",,"EQUIFAX, INC.",NC,,,Consent provided,Web,10/07/2015,Closed with explanation,Yes,Yes,1597814
06/16/2016,Bank account or service,Checking account,Problems caused by my funds being low,,"I had a check come through my account on the evening of XXXX. When I checked my account on XXXX/XXXX/16, it showed the check had arrived, at XXXX which point I deposited enough money to cover the check. At XXXX at XXXX I received a insufficient Funds from the bank charging me a {$35.00} fee and making my account over drawn. I am requesting the bank stop charging fees when money was put in the account in a timely fashion to cover the check. every consumer knows this is a ploy banks use to make money off the consumer. Please assist me in stopping Wells Fargo Bank from charging my account illegally.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,914XX,,Consent provided,Web,06/16/2016,Closed with monetary relief,Yes,No,1973245
12/13/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,"I have enclosed the documentation of my claim that erroneous items are being listed on my credit report due to these private student loans. Attached are all the supporting documents. I simply want the items, including any hard credit inquires from potential creditors that were denied, ALL removed and deleted from my credit report as they are not factual. This issue has directly impacted my ability to obtain personal lines of credit since XXXX of 2014. 

Enclosed is the official response from XXXX including the original promissory note stating only XXXX ( XXXX ) loans from their offices were ever issued with direct contact information. These private student loans were then bounced around between XXXX ( XXXX ), XXXX ( XXXX ), and XXXX XXXX. All of these items are listed on my credit report as multiple separate loans when they are NOT separate loans but the same XXXX ( XXXX ) original loans transferred from the lender to vendor, to collection agency. 
Executive Office XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NY XXXX ATTN : XXXX XXXX Phone : XXXX extention XXXX Both of the private student loans were originally from XXXX. These loans now appear as multiple negative items listed as XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, or XXXX XXXX. NONE of these items should not even appear on my credit report as negative items. Per the court ruling this debt was dismissed without prejudice and can not be collected on, nor should it even appear on my credit report as it is not a debt. 
Magisterial District Court : XXXX XXXX XXXX XXXX XXXX, PA XXXX Phone : XXXX Docket Number : XXXX XXXX XXXX, PA XXXX Phone : XXXX Case Number : XXXX",Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,15210,,Consent provided,Web,12/13/2015,Closed with explanation,Yes,Yes,1694967
01/18/2018,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"On XXXX XXXX, 2018, a letter for debt validation was submitted to the company, ProCollect, asking the company to submit the proper documentation to state that I am legally obligated to pay the amount of XXXX. A letter was returned to me from ProCollect stating that their client contends that this is a true and valid debt and supplied me with a copy of a rent ledger as supposed proof of this debt.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"ProCollect, Inc",OH,436XX,,Consent provided,Web,01/18/2018,Closed with explanation,Yes,,2785586
02/02/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"Hello I have been trying to dispute some inquiries on my credit that have really impacted my score. I did not authorize them at all to be pulled, I have tried to work with customer service to have them deleted however they have not been very helpful and they continue to give me the runaround to call here and there. I am very frustrated at this point and I am writing to you guys so hopefully you can help me out. The inquiries that I am speaking about are the ones below. 

XXXX XXXX XXXX XXXX XXXX should of only been once. 
XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,113XX,,Consent provided,Web,02/02/2018,Closed with explanation,Yes,,2802016
10/08/2018,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/2018 while shopping at XXXX XXXX # XXXX in XXXX, Co, someone somehow charged {$270.00} to my Citi Master Card without my knowledge. My card was in my wallet in my pants pocket the whole time that my wife and I were in the store. On the same day my wife charged {$34.00} to her Citi card ( same number ) to pay for our purchases at the same store. When I received our credit card statement I reported the unauthorized charge to Citi and filed a dispute # XXXX. While talking with the City Security Dept. I was advised to submit a police report which I did on XX/XX/2018 Tracking # XXXX, Case # XXXX and a copy sent to Citi. On XX/XX/2018 I received a letter from the police Dept. stating that since the loss was less than {$2000.00} the case would not be investigated and was closed. I sent a copy of the letter to Citi. After further investigation Citi sent me a letter on XX/XX/2018 stating that I was responsible for the charge since their computers show that my card was physically swiped ( it was not! ) Somehow someone figured out a way to charge someone else 's credit card and fool the credit card companies computers into thinking that a card was physically swiped when it actually wasn't. When I called Citi I was given the impression that they thought that I was lying and that I had actually used my card or somehow forgot that I used it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CO,80016,Servicemember,Consent provided,Web,10/08/2018,Closed with explanation,Yes,,3039952
12/30/2017,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Problem adding money,,"Hello Hello - I sent a wire transfer over 3 weeks ago to COINBASE bank location. 
I am requesting the funds sent back immediately. 
They have not given me access to these funds.  They have not posted these funds to my account. 
They have not posted a transaction of this wire transfer. 
They refuse to acknowledge the situation. 
They refuse to respond From Account Number : XXXX Share : XXXX - BUSINESS CHECKING Name : XXXXXXXX XXXX  Email : XXXXXXXXXXXX XXXX Phone : ( XXXX ) XXXX Transaction Date : XXXX/XXXX/XXXX Amount : ( {$1000.00} ) Description : WIRE TRANSFER SENT TO THE FOLLOWING BELOW SENT TO : Coinbase Routing/ABA Number XXXX Account Number XXXX Recipient Instructions/Message XXXX",,"Coinbase, Inc.",CA,,,Consent provided,Web,12/30/2017,Closed with explanation,Yes,,2768564
03/27/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,"After several attempts to resolve a credit denial based on erroneous information I remain frustrated with the FCPB, XXXX, Citizens Bank, and XXXX XXXX stores so I am attempting yet again to correct this situation. 
1. XXXX XXXX stores employees are not trained in sales of financial products such as the Citizens Loans associated with the XXXX XXXX Upgrade Program. After discussing the situation with the manager of the XXXX XXXX XXXX on XXXX XXXX in XXXX PA he recognized the need for further training for XXXX employees as they were not providing customers with factual information regarding the financing associated with the upgrade program. He also admitted that the way the information was provided for credit checks did not give customers a way to ensure the employee was providing the correct information. All information with the exception of the social security number was input onto a handheld device by the employee so errors could easily occur. Moreover the customer did input the social security number but is unable to verify correct input as the numbers were all starred out to protect the customer. So XXXX is not describing the financial product correctly and input is easily erroneous. 
Denial by Citizens Bank was based on information from XXXX that is nowhere to be found on my XXXX credit report as none of the reasons ( garnishment, attachment, foreclosure, repossession, judgement or collection ) for denial provided have ever happened to me and do not appear on the credit report provided to me. 
Thus either XXXX is not providing me with my correct and valid credit report or Citizens Bank has given them incorrect information to run credit check or just refusing to admit to errors. 
Moreover XXXX does not provide a way to dispute this credit check because I did authorize it. But XXXX will not help with correcting the information provided to Citizens Bank. 
To sum up I am filing complaints against : 1. XXXX XXXX XXXX for failure to train employees is sales of financial products such as personal loans and allowing customers to verify the information provided as correct. 
2. Citizens Bank for refusing to investigate their errors in processing my application either with XXXX XXXX, Citizens One Employees or XXXX. 
3. XXXX refusal to investigate how Citizens One Bank was provided this erroneous information or provide me with the credit history that has the incorrect information for dispute. 
As of XXXX XXXX my XXXX Credit Score is excellent at XXXX with no public records ( garnishments, foreclosures, attachments, repossessions or attachments ) on the report. 

I have worked very diligently to keep my credit rating as excellent and I do not wish to have this error remain on my history. 
Thank You for your help with this matter. 
XXXX XXXX XXXX",,"CITIZENS FINANCIAL GROUP, INC.",PA,,Older American,Consent provided,Web,05/12/2016,Closed with explanation,Yes,No,1851558
06/09/2016,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,I have contacted the original creditor and was informed that they never submitted the hospital bill to my car insurance or Medicare. I feel that they should release me from liability on this due to the fact that I was not informed of it until it was too late to submit it to either of my insurances. The hospital I was treated at received their payment. This was for the emergency physician I do n't feel this is right and should be removed.,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Collection Management Company,FL,346XX,Servicemember,Consent provided,Web,06/09/2016,Closed with explanation,Yes,No,1960206
11/04/2018,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"There was an unauthorised transaction of {$2000.00} with a merchant ( XXXX XXXX XXXX in XXXX ) on XX/XX/XXXX. I disputed this transaction with my US credit card company. The dispute was resolved against me in XX/XX/XXXX and I made the payment. My credit card company resolved the transaction as valid. 

I approached the merchant recently in XX/XX/XXXX and learned that the merchant does not have my payment. The merchant bank made a permanent debit to the merchant due to insufficient documentation, this means they resolved the transaction as invalid. The merchant bank opened an investigation and confirmed that they credited the card holder account ( my account ) on XX/XX/XXXX.

I shared the above information with my US credit card company in XX/XX/XXXX. They sent a letter on XX/XX/XXXX which says - "" We have made every attempt to resolve your dispute with the merchant. They are unwilling to issue a credit to your account. This will be our final letter regarding this dispute ''. 

Summary : -- -- -- -- -- -- - 1 ) The transaction happened on XX/XX/XXXX for {$2000.00} 2 ) I disputed the transaction in a week but it was resolved against me in XX/XX/XXXX and I made the payment.

3 ) Approached the merchant in XX/XX/XXXX and found that they do not have my payment because the merchant bank resolved the transaction as invalid due to insufficient documentation. 
4 ) Approached the merchant bank in XX/XX/XXXX. The merchant bank opened an investigation and confirmed that they credited the card holder account on XX/XX/XXXX.

5 ) Approached my credit card company and shared the above information. Their letter dated XX/XX/XXXX says "" We have made every attempt to resolve your dispute with the merchant. They are unwilling to issue a credit to your account. This will be our final letter regarding this dispute ''. 
6 ) The merchant does not have my payment. The merchant bank says they credited my account on XX/XX/XXXX. My credit company says they did not get the credit. Who is having the money for the payment I made? My credit company can not close the investigation without addressing this.

I already opened a complaint ( XXXX ) but this is additional information to that complaint.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,750XX,,Consent provided,Web,11/04/2018,Closed with explanation,Yes,,3065057
07/25/2018,Credit card or prepaid card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,"In XX/XX/2018, I started receiving prepaid credit card offers to my house from Capital One for a person who does not reside here. I contacted them on social media and told them how dangerous that was for this person 's identity. They instructed me to go to their website and opt out. 

I opted out twice. Once in XX/XX/2018 and again in XX/XX/2018 because these letters keep coming. I even called my attorney who said to file this complaint because talking to Capital One on multiple occasions has done nothing. 

As someone who has had their identity stolen before, I can not tell you how dangerous this is for the person receiving these offers to my house. I hope you can fine them or stop them cause they are an awful company with no regard for consumers.",,CAPITAL ONE FINANCIAL CORPORATION,HI,968XX,,Consent provided,Web,07/25/2018,Closed with non-monetary relief,Yes,,2972270
04/28/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,"My mortgage was given  to 21st Mortgage Company, which is a loan servicing agency. My loan went into default and I went through the Court system and Housing Agency to save from foreclosure. I have not received any monthly mort gage statements from this company since  XXXX   XXXX . They change my interest rates ever time I speak to them. T he Housing Authority faxed them letters from me 1. Requesting  permission for them to speak on my behalf an d 2. Re questing monthly mortgage statements to begin again. That was on  XXXX   XXXX ,  XXXX . As of now, no statements received. Their story, as well as people, change ever time I call them. Now I do n't know how much my mortgage payment truly is and where payments have been allocated. I need assistance with this matter.",,21ST MORTGAGE CORP.,PA,,,Consent provided,Web,04/28/2017,Closed with explanation,Yes,,2470422
09/10/2018,Student loan,Federal student loan servicing,Incorrect information on your report,Account status incorrect,"My student loans were in the consolidation process. I had contacted all of my service companies but Navient kept sending late notices and adding charges. A hold/deferment was in place but Navient started reporting on my credit anyway. When I finally realized what was going on and saw that my near perfect credit score had dropped 160 points I contacted Navient. Contacting them has gotten me nowhere at all. I also found out that somehow I had a user account on their website that I did not set up. I had to call to get that cleared off but apparently it also cleared off all of the notes on my account so now when I call in they say there is no record of my deferment. My credit score is dropping every day and this is affecting my entire life, business and loans. I have tons of stress, worry and I do not know what to do. I have learned about the lawsuit but I just want my credit score fixed.",,"Navient Solutions, LLC.",OK,,,Consent provided,Web,09/10/2018,Closed with explanation,Yes,,3015079
04/25/2017,Vehicle loan or lease,Loan,Struggling to pay your loan,Problem after you declared or threatened to declare bankruptcy,XXXX   XXXX  keeps harassing me and calling me on my cell phone and on my job calls was made on  XXXX / XXXX /   17  By  XXXX  phone number is  XXXX   XXXX   XXXX   XXXX,,"City Enterprises, LLC",AL,366XX,,Consent provided,Web,05/05/2017,Closed with explanation,Yes,,2466037
02/19/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"1 ). I am the object of collection activity arising from consumer debt.

2 ). Select Portfolio Servicing is a debt collector as defined by the FDCPA.

3 ). Select Portfolio Servicing has engaged in acts and omission prohibited by the FDCPA.

Specifically the fact originator XXXX XXXX XXXX was not incorporated nor licensed to do business within the State of Connecticut at loan origination in XXXX, thereby violates Section 1692e of the FDCPA by using "" false, deceptive or misleading representation or means in connection with the collection of any debt ''.

Secondly, even if the debt were legitimate, the Statute of Limitations well expired on any collection efforts ( XXXX - late XXXX ). 

And, finally, I have very good reason to believe the prior servicer, XXXX XXXX XXXX, received payment in full on said instrument. If this proves to be true then "" [ t ] he false representation of the character, amount, or legal status of any debt, '' and "" [ t ] he threat to take any action that can not legally be taken or that is not intended to be taken ', has been violated. 15 USC Section 1692e ( 2 ) ( A ). 

Thank you.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,32159,,Consent provided,Web,02/19/2019,Closed with explanation,Yes,,3156245
02/23/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I, XXXX XXXX am submitting a complaint regarding my mortgage involving Select Portfolio Servicing , Inc due to breach/violation in my mortgage modification contact I signed in XXXX with XXXX XXXX XXXX, Attn : XXXX, FL XXXX on XXXX/XXXX/XXXX ( 2 YR contract XXXX - XXXX ) ; In my modification contract states "" As of the modication effective date, a buyer or transferee of property will not be permitted, under any circumstances, be assigned to, or assumed by, a buyer of the property. '' This agreement has been violated several times. By Select Portfolio Servicing, XXXX XXXX XXXX, XXXX XXXX, division of XXXX XXXX XXXX XXXX, XXXX ; Also, Select Portfolio Servicing has excessively increase my mortgage interest rate since my mortgage modification contact has been completed. 
I have submitted my complaint twice via USPS on XXXX/XXXX/XXXX & XXXX/XXXX/XXXX with delivery confirmation # XXXX XXXX XXXX XXXX XXXX with approximately XXXX pages of supporting documents that was signed for and delivered XXXX XXXX/XXXX/XXXX XXXX Consumer Financial Protection Bureau at locations : XXXX, Iowa XXXX & XXXX and with the supporting documents. Please search for them. Note I never signed anything ( contract ) with any of these financial institutions but XXXX XXXX XXXX Also, as of XXXX/XXXX/XXXX Select Portfolio Servicing Inc has been trying to force me into signing my home my home over to them.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NJ,070XX,,Consent provided,Web,02/23/2016,Closed with explanation,Yes,No,1797877
07/18/2018,Student loan,Private student loan,Struggling to repay your loan,Problem lowering your monthly payments,"When my student loan payment was set up, I had a different employer, and my monthly payment was set, based on how much money I made with that employer. Now, I no longer work at that company, and I make significantly less money, because I'm working for myself, starting a new business. My loan payment is so high, it is more than I pay for my mortgage, and I'm struggling to make my monthly payments. I physically don't have the money to pay such a high amount every month. I've contacted my student loan company, Sofi, several times ( most recently on XX/XX/18 ) to explain that I need to lower my monthly payment to an amount that reflects my new income, but they tell me there's nothing I can do. My account is now delinquent as a result. To make matters worse, they raise my interest rate every month, making this physically impossible to ever day off in my lifetime. I've already paid back the amount I borrowed and then some, ( over the last 13 years ) but still owe the same amount I started with. I'm just looking to simply lower my monthly payment to a reasonable amount that I can keep up with. Please help.",,"Social Finance, Inc.",CA,,,Consent provided,Web,07/18/2018,Closed with explanation,Yes,,2966797
12/11/2018,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"On XX/XX/XXXX I sent using XXXX XXXX to a person for a personal matter, since the money was never available immediately, I took care and sent money using a different app BUT the original XXXX that I sent using XXXX by capital one until this day the payment status says sent and not delivered. The person never recieve the money and the money was deducted right away from my account. I place a claim with capital one bank and all they said was the claim was denied because there was no error in the transaction besides the fact that I don't have the money and the person never recieve it? Really? They gave me XXXX  phone number and told me to contact them. They know very well cause I most not be the first person with this type of issues that there's not such a thing like XXXX customer service, that number all it says to contact your bank if any issues. This is outrageous!",,CAPITAL ONE FINANCIAL CORPORATION,NY,104XX,,Consent provided,Web,12/11/2018,Closed with explanation,Yes,,3096559
04/08/2017,Credit reporting,,Incorrect information on credit report,Public record,"I have a company, XXXX, reporting information that I feel is incorrect based on the document that I have. Equifax has not provided me with their proof in order for me to verify. I checked with the county court of public record last year and the only document that was on file contradicted what was reported by XXXX on my Equifax report. I am looking to have the information correct. However, if the information is not accurate, I 'd like it removed because I would 've already suffered a higher penalty for the inaccurate information. I also had an issue uploading documentation that supports my case. That document is available upon request.",,"EQUIFAX, INC.",FL,331XX,,Consent provided,Web,04/08/2017,Closed with explanation,Yes,No,2426305
08/31/2017,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"XXXX XXXX XXXX 
XXXX I made a payment in the amount of XXXX from my checking account. On XXXX the payment was posted and processed, with the funds taken from my checking account. On XXXX I reviewed my account balance online and discovered that Capitol One reversed the payment and charged me additional interest and charges.My checking account was charged, and I was not allowed access to the funds for credit purchases. As a result, I am now showing my account is past due in the amount of XXXX",,CAPITAL ONE FINANCIAL CORPORATION,FL,322XX,,Consent provided,Web,08/31/2017,Closed with explanation,Yes,,2655443
11/11/2015,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,"Bank : ChaseLoan # XXXXIssue : Paid fee {$380.00} for extension of rate locking period by 15 days. To approve the loan, Chase was responsible to obtain some documents but Chase took more time to get these documents. There was no delay from my side. To meet contract agreement dead line, I was advised to pay the fee and request Chase to reimburse the fee but no response from Chase",,JPMORGAN CHASE & CO.,NY,118XX,Older American,Consent provided,Web,11/16/2015,Closed with explanation,Yes,Yes,1650706
10/23/2015,Prepaid card,General purpose card,Adding money,,unable to acess funds from the rush card,,"Empowerment Ventures, LLC",AZ,852XX,,Consent provided,Web,11/13/2015,Closed with monetary relief,Yes,No,1621288
11/22/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I filed complaint # XXXX with Consumer Financial Protection Bureau on XXXX XXXX, 2016. IN this complaint I indicated that I filed paperwork with the HAMP program with Rounpoint Mortgage Servicing Corporation , Inc., and received no reply. I also indicated that I had been working with other organizations and public assistance programs. On XXXX XXXX, 2016, I drove to the XXXX County Sheriff 's office with my fiance, XXXX XXXX, to file a complaint unrelated to this case, and was served foreclosure papers.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,RoundPoint Mortgage Servicing Corporation,OH,,,Consent provided,Web,11/22/2016,Closed with explanation,Yes,No,2220729
09/02/2017,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"XXXX and XXXX used a bait and switch sales tactic on me. 
XXXX sent an email stating TV, Phone and internet for {$89.00} plus tax and they will bundle with XXXX but all the payments go through XXXX. 
When the Technician installed the system he failed to install the phone service and since I did n't care one way or the other if I had the phone or not, I did n't bring it to their attention. 
XXXX said in a recent conversation on XXXX/XXXX/17 that because I did n't complain about not having the phone service that I was n't going to receive the triple play price and they would n't honor the email or take responsibility for their technician not install the phone line. 
So rather than admit their mistake and have the technician come out and install a phone line and give me the triple play price as per their email, they decided to charge me {$200.00} a month. I told them if they do n't honor the email offer that I signed up for then I would have to cancel the service on the grounds that they broke the contract. 

I am submitting all documents supporting my statement.",,GC Services Limited Partnership,CA,90805,,Consent provided,Web,09/07/2017,Closed with non-monetary relief,Yes,,2657146
08/01/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,"This debt collection company is trying to collect a debt I have no knowledge of, They have not given me any prof I owe this debt.",,"AMCOL Systems, Inc.",MI,48021,,Consent provided,Web,08/01/2017,Closed with explanation,Yes,,2591044
10/25/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"In XX/XX/XXXX, my XXXX XXXX was repossessed. I recently pulled my credit report to find a negative item from the lender in the amount of {$7200.00}. I sent them a certified letter which was received by them on XX/XX/XXXX requesting copies of all legal documents pertaining to this vehicle purchase and the subsequent repossession.

Under the laws of the State of Georgia UCC 9.506 and State RISA and MVISA statues a deficiency can not be claimed unless all of the required notices were properly and timely given and all of the allowable redemption and cure time limits were adhered to.

The lender responded with a letter dated XX/XX/XXXX and received by me on XX/XX/XXXX which outlines this event and included some but not ALL of the requested documents. In addition to not sending any of the documents letting me know PRIOR to the repossession that was the manner they were electing to settle the matter, but the subsequent documents dated XX/XX/XXXX and XX/XX/XXXX were sent to an address that I have never resided and furthermore is not listed anywhere on my credit file. The sent no matter of clarification as to where they got this information, nor did they provide for me documents concerning the actual removal of the vehicle.

The actual repossession incident, the tow truck driver committed a "" breach of the peace '' by threatening my elderly Aunt with having her vehicle towed as well ( the driveway is small and she was parked ) at approximately XXXX XXXX XXXX XXXX. The lender has provided no information concerning the actual removal of the vehicle.

I spoke with a representative with Ally and made very clear which documents I was requesting on two separate occasions but attached is all that I received.

In addition, the request was received by Ally on XX/XX/XXXX in which I requested all documents within 14 days. Their letter was postmarked XX/XX/XXXX and I had to call and speak with the agent on XX/XX/XXXX again requesting whatever documentation they had.

In addition Ally has posted to my credit reports a balance of {$7200.00}, yet the documents they sent me show a balance of {$6900.00} and they provided no additional documentation explaining the difference in balances.

I have sent written disputes to all three credit reporting agencies on two separate occassions requesting that that VERIFY this account. In each case the agencies responded saying that the account is correct and valid. Upon reviewing my credit reports today XX/XX/XXXX I noticed that the last activity on this account was XX/XX/XXXX for XXXX, XX/XX/XXXX XXXX, and XXXX   didn't list a last activity date ... which leads me to conclude that these companies in fact DID NOT actually verify or even make a reasonable effort to investigate this account.

This vehicle was sold to me in a high pressure situation where I was told a different payment and interest rate than what was on the paperwork. In addition I was also told that I had to sign the paperwork b/c the title was already completed and that I was already in breach of contract, as well as I would be able to get a lower rate and payment in 30 days ... at the time I took them at their word, but I obviously now know better.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,GA,306XX,,Consent provided,Web,10/25/2018,Closed with explanation,Yes,,3056075
